OrderItemID,OrderID,ProductID,Quantity,Price
312,453,77,2,1653.52
313,11,60,1,2362.25
314,27,15,1,1958.26
315,31,79,4,4706.11
316,398,200,4,2081.24
317,11,176,4,4162.93
318,322,190,2,286.97
319,185,104,3,2295.01
320,530,62,3,591.9
321,83,19,1,2756.0
322,322,113,5,4525.33
323,122,154,2,1999.35
324,418,16,3,3070.41
325,575,191,4,1827.24
326,273,150,1,2416.97
327,4,123,1,4894.25
328,50,124,5,1742.92
329,538,63,2,1865.2
330,298,43,4,3123.02
331,468,152,4,3518.27
332,169,37,2,1839.05
333,339,186,4,2847.94
334,495,39,2,1204.58
335,482,21,2,2721.82
336,65,26,2,4725.86
337,500,13,3,1827.2
338,233,93,4,3474.21
339,48,151,3,3103.3
340,503,79,3,1918.72
341,577,23,3,3975.51
342,78,156,5,296.04
343,588,8,2,1100.08
344,112,150,4,1575.08
345,243,12,5,4457.5
346,438,194,5,2484.44
347,336,73,1,4603.69
348,79,47,4,2146.55
349,51,178,3,2648.6
350,299,5,3,4068.51
351,476,167,5,4459.59
352,268,81,3,4263.48
353,392,140,2,901.11
354,431,42,3,4416.02
355,159,22,5,433.71
356,32,104,1,1981.88
357,168,41,3,526.61
358,140,49,1,2518.81
359,377,104,5,1575.51
360,324,3,2,429.29
361,99,106,4,827.66
362,422,140,3,1344.77
363,470,44,5,2398.05
364,210,84,3,649.55
365,586,80,4,2400.96
366,490,194,5,3660.75
367,473,45,4,4654.2
368,40,3,3,4529.07
369,158,115,5,1514.62
370,72,63,1,4199.48
371,114,3,3,1645.26
372,299,4,1,97.52
373,561,180,3,4918.05
374,49,62,1,1560.11
375,523,76,5,1555.19
376,70,11,4,2500.46
377,173,34,5,2232.18
378,219,53,5,2002.97
379,235,84,4,4762.79
380,409,169,1,3715.34
381,483,18,4,806.37
382,41,51,4,3091.4
383,24,123,5,3570.59
384,50,171,3,4505.41
385,224,19,3,1287.84
386,331,200,2,4691.37
387,105,110,4,945.57
388,367,168,3,455.86
389,102,174,1,1928.2
390,211,74,1,276.84
391,305,21,3,2668.08
392,491,135,2,531.13
393,115,37,5,2042.96
394,553,109,2,1932.33
395,390,30,2,734.83
396,82,15,2,3324.02
397,147,193,3,947.84
398,135,3,3,603.98
399,496,21,5,4683.13
400,372,29,4,3599.61
401,600,129,3,110.35
402,463,157,2,1210.58
403,250,101,4,1864.6
404,485,71,5,4688.11
405,552,78,4,2709.79
406,388,40,4,4893.07
407,2,155,2,2939.79
408,82,31,2,683.89
409,208,61,5,4203.05
410,159,138,1,4729.29
411,304,139,2,1555.3
412,509,101,4,2672.34
413,320,93,4,412.28
414,561,164,1,3861.64
415,429,12,2,2341.95
416,393,69,2,2725.23
417,301,137,1,3802.73
418,242,61,5,399.75
419,267,26,1,3063.92
420,513,113,4,4663.18
421,436,184,1,4706.55
422,496,6,2,308.08
423,4,94,3,2065.53
424,591,53,4,2032.13
425,33,157,4,687.53
426,519,40,4,2027.73
427,316,123,4,505.41
428,130,50,4,3413.94
429,131,120,5,1384.19
430,145,12,2,1144.71
431,123,189,1,3780.81
432,541,91,2,2609.28
433,372,83,3,588.39
434,145,66,5,4203.18
435,144,12,3,620.47
436,80,195,2,4243.86
437,577,167,5,834.67
438,236,136,1,4935.85
439,333,173,5,1256.39
440,137,65,1,1646.45
441,167,99,1,2407.39
442,52,146,4,602.78
443,215,36,5,4080.63
444,389,51,2,455.36
445,52,89,3,4999.11
446,211,138,2,2629.98
447,89,121,4,1227.93
448,599,122,3,3743.21
449,393,56,3,3213.07
450,216,172,4,1860.76
451,569,47,3,1225.47
452,391,75,4,1969.13
453,281,17,3,331.23
454,32,190,4,2988.87
455,263,16,5,4853.41
456,378,102,1,338.73
457,382,89,3,4052.14
458,16,136,3,4782.75
459,584,170,2,1428.22
460,304,165,2,1820.93
461,217,127,1,3507.1
462,8,15,1,352.81
463,52,178,5,3685.43
464,540,199,4,4972.97
465,223,64,3,169.27
466,42,19,2,3453.22
467,215,43,2,316.67
468,129,133,1,4900.86
469,108,72,3,2382.9
470,96,179,5,781.21
471,578,32,1,1505.0
472,108,63,5,762.12
473,454,46,3,1253.25
474,319,96,2,2273.5
475,112,131,3,3529.68
476,61,200,3,1381.65
477,233,170,4,2768.25
478,453,157,5,3345.54
479,415,73,5,4202.91
480,292,95,3,1833.17
481,424,75,5,4132.96
482,499,166,3,4331.56
483,420,148,1,2788.23
484,361,144,2,4370.0
485,464,7,1,571.27
486,369,61,4,1092.69
487,133,194,5,2408.27
488,548,200,1,4520.4
489,237,172,4,1805.09
490,482,45,5,646.11
491,461,41,2,2312.89
492,220,103,1,1735.18
493,394,94,1,2947.7
494,598,8,2,4693.29
495,421,53,4,4201.94
496,366,141,5,4794.49
497,38,29,5,1501.13
498,203,76,5,3935.17
499,552,31,4,3874.41
500,133,55,3,1556.62
501,92,46,2,2329.03
502,371,68,5,419.6
503,130,103,2,181.62
504,178,90,3,2832.0
505,403,23,4,3790.81
506,2,97,4,2860.55
507,413,26,5,1095.93
508,379,111,3,186.35
509,216,155,2,3810.25
510,139,31,3,247.31
511,424,20,2,3458.14
512,199,158,1,2844.73
513,57,187,5,4535.01
514,363,161,4,2043.88
515,261,147,2,3331.43
516,43,61,2,1383.19
517,473,84,3,3186.35
518,453,11,1,901.76
519,485,175,2,1586.47
520,529,47,4,1586.76
521,521,56,3,2046.03
522,242,76,2,1020.82
523,203,189,5,871.04
524,320,67,3,725.7
525,407,183,4,988.03
526,445,61,3,2996.65
527,535,12,2,4799.62
528,235,141,3,418.91
529,166,134,1,359.31
530,262,69,5,3034.84
531,348,129,5,2957.27
532,233,156,2,4223.43
533,88,44,5,2905.68
534,586,3,1,2812.22
535,587,182,3,2680.14
536,157,167,5,2487.57
537,136,119,1,2546.84
538,8,97,5,2951.46
539,399,150,5,4655.7
540,520,158,3,2654.68
541,461,17,5,3306.16
542,441,120,1,4432.57
543,420,185,3,4769.36
544,232,106,4,4243.18
545,417,132,1,4053.72
546,48,134,3,814.29
547,304,148,1,1541.01
548,211,72,5,445.92
549,432,114,2,4941.6
550,513,45,4,1131.46
551,584,171,2,4360.39
552,376,171,3,3165.15
553,507,197,1,4974.85
554,528,42,5,1156.26
555,346,83,3,3574.55
556,265,175,3,2751.2
557,390,152,5,4647.14
558,438,126,2,2011.87
559,423,28,1,4809.39
560,15,190,1,3972.09
561,385,156,2,529.96
562,427,169,1,4074.91
563,329,126,5,53.87
564,246,11,4,1250.28
565,176,158,1,1219.21
566,87,176,3,4957.97
567,109,194,1,782.19
568,534,83,5,4526.72
569,526,59,1,2975.56
570,415,97,1,1199.79
571,29,22,5,2509.99
572,206,24,3,4774.4
573,250,47,3,3884.96
574,136,132,2,3595.54
575,164,32,5,4605.18
576,86,193,4,423.24
577,399,56,3,4121.13
578,116,29,5,2212.9
579,470,7,5,397.14
580,349,86,3,3983.78
581,275,156,5,4936.49
582,49,30,5,4817.26
583,81,149,2,2355.87
584,348,101,5,98.46
585,251,101,2,4842.36
586,179,19,1,1386.18
587,169,20,5,3336.4
588,63,40,4,2941.35
589,507,29,2,319.79
590,221,148,3,3858.29
591,271,11,3,2542.12
592,225,101,4,1221.62
593,302,161,5,4205.71
594,520,98,3,726.26
595,270,117,2,4221.52
596,79,9,5,3392.73
597,580,43,1,849.83
598,161,24,3,1021.62
599,455,103,2,1333.96
600,526,96,2,784.55
601,423,57,4,4967.79
602,318,91,4,4551.7
603,493,7,3,749.68
604,503,99,5,3150.31
605,148,156,3,284.0
606,533,21,4,3600.28
607,321,180,2,3543.61
608,296,93,4,3189.39
609,296,136,1,2038.38
610,540,151,5,2684.57
611,496,185,4,4162.99
612,206,196,5,4930.53
613,327,15,3,4827.78
614,186,50,5,2973.03
615,502,39,4,420.22
616,362,58,4,3068.03
617,240,100,3,4927.03
618,157,85,4,1073.55
619,219,136,3,396.14
620,553,76,5,3966.93
621,471,25,3,2223.18
622,20,151,3,1920.76
623,104,84,4,81.1
624,55,159,5,4879.06
625,5,136,4,557.76
626,355,91,4,1531.83
627,199,193,3,1554.59
628,371,85,2,2034.34
629,14,44,2,57.99
630,449,70,2,1424.79
631,291,50,1,146.64
632,404,101,3,1994.26
633,501,124,2,2933.94
634,97,55,4,530.37
635,293,158,5,2862.44
636,433,123,5,4618.35
637,519,47,2,3581.22
638,68,172,3,382.05
639,276,25,4,4628.07
640,484,105,3,1052.35
641,521,139,1,573.03
642,335,21,2,2042.45
643,287,41,3,1928.01
644,295,161,5,3252.44
645,12,155,1,4196.22
646,201,151,5,3093.83
647,138,180,1,997.97
648,37,147,3,3870.3
649,591,147,5,340.63
650,149,196,4,463.37
651,474,71,1,1114.46
652,338,139,3,2480.69
653,192,121,1,859.57
654,383,126,2,186.35
655,510,17,2,71.86
656,245,54,5,4198.15
657,439,59,3,524.34
658,555,94,3,4963.14
659,106,169,5,2827.23
660,207,132,5,362.82
661,505,10,4,3419.18
662,265,53,1,143.94
663,43,185,4,805.51
664,164,15,4,2139.33
665,30,82,5,590.51
666,448,57,1,4240.93
667,373,1,1,2314.01
668,50,21,5,2509.43
669,280,17,4,4377.08
670,411,94,4,674.42
671,17,18,2,3277.2
672,411,68,5,2465.46
673,335,45,3,3895.98
674,531,116,5,1951.34
675,188,27,5,4774.26
676,43,168,3,4768.27
677,172,4,3,4343.08
678,225,27,3,3777.53
679,164,31,5,4384.76
680,35,45,4,3234.04
681,517,142,2,1512.96
682,184,83,5,3652.85
683,272,74,2,1116.58
684,598,164,4,256.8
685,56,13,4,4867.04
686,433,43,5,4648.09
687,522,186,4,3231.92
688,499,100,5,2958.8
689,382,1,3,2770.35
690,596,173,1,324.42
691,338,38,2,3360.38
692,19,53,3,1786.97
693,330,97,2,3393.22
694,476,49,3,1093.65
695,498,53,1,2532.89
696,564,142,2,3076.11
697,112,149,5,4489.42
698,396,160,1,2345.37
699,107,159,5,3017.39
700,202,75,1,2024.21
701,454,119,2,4016.24
702,563,25,4,4783.35
703,385,179,2,3952.83
704,259,42,3,3527.1
705,233,67,4,3979.42
706,498,17,5,4009.13
707,39,119,2,893.44
708,600,33,5,3824.52
709,51,167,3,2439.39
710,164,1,5,2285.02
711,39,140,5,1340.82
712,562,61,4,1042.15
713,232,41,3,714.19
714,98,2,1,4519.45
715,595,32,1,3586.3
716,575,110,3,788.19
717,190,188,3,1713.21
718,42,104,3,1613.93
719,571,35,2,3281.66
720,106,25,1,4163.88
721,508,196,4,1590.19
722,258,28,1,1735.13
723,84,182,3,2495.07
724,545,121,1,2921.36
725,247,154,1,1377.64
726,501,59,3,3932.63
727,299,43,3,2516.47
728,285,35,1,4907.02
729,92,103,2,1815.79
730,187,119,5,3459.83
731,372,113,3,4575.98
732,102,191,2,4387.46
733,41,180,5,4508.12
734,290,58,2,451.49
735,26,164,3,4550.4
736,220,96,5,303.7
737,402,134,2,453.73
738,593,76,4,2531.75
739,146,126,3,3078.65
740,67,73,2,2856.83
741,48,4,4,1334.64
742,215,109,2,4417.39
743,123,19,3,2189.09
744,311,59,4,895.15
745,338,171,5,4836.09
746,115,156,1,2228.25
747,366,109,3,3553.32
748,453,68,1,4856.16
749,49,82,3,2611.56
750,57,118,2,2845.01
751,207,109,1,4109.56
752,328,43,5,2718.11
753,412,134,1,618.88
754,177,6,4,2237.56
755,147,84,4,1652.69
756,70,155,3,2836.26
757,532,3,4,2720.9
758,58,3,3,4564.72
759,61,89,1,4339.83
760,165,118,5,2397.58
761,345,113,3,1524.45
762,336,186,2,4697.43
763,584,21,1,1972.45
764,64,61,2,2090.92
765,298,148,1,2254.75
766,266,68,4,3271.35
767,123,110,1,494.72
768,534,38,4,1005.95
769,577,92,1,3122.9
770,585,69,2,1790.37
771,233,59,5,1666.99
772,396,26,2,4010.74
773,532,26,3,4432.25
774,93,67,5,434.47
775,215,69,2,3128.65
776,412,57,2,1120.93
777,140,152,4,3706.42
778,314,180,1,2469.34
779,461,2,3,2314.77
780,57,170,4,1819.93
781,32,74,1,4460.94
782,439,72,1,3666.03
783,562,11,4,4775.79
784,359,76,1,3851.72
785,43,8,3,932.56
786,500,5,1,1833.78
787,471,18,5,864.62
788,99,169,2,4074.31
789,150,156,3,675.38
790,45,106,2,3373.1
791,224,112,3,3589.53
792,112,16,2,238.15
793,24,106,3,1719.96
794,322,78,2,3338.36
795,132,147,4,959.95
796,127,130,3,4648.64
797,488,194,3,4456.79
798,328,131,1,3492.29
799,223,103,3,413.99
800,394,171,4,2126.2
801,3,8,2,4698.89
802,235,5,2,2554.85
803,409,190,4,1347.29
804,468,198,1,1049.9
805,287,86,3,3498.77
806,416,184,2,3167.81
807,311,172,5,1775.1
808,196,153,2,2255.89
809,596,127,4,1845.38
810,543,118,4,741.19
811,430,106,5,3188.33
812,311,171,2,2104.1
813,600,154,1,2722.04
814,304,115,1,252.89
815,586,121,3,3152.57
816,575,77,5,3286.39
817,540,102,2,812.16
818,64,180,5,1867.69
819,345,168,2,4750.5
820,553,195,2,1079.05
821,28,113,1,2824.4
822,514,6,1,3973.32
823,31,189,1,1428.81
824,531,157,3,448.8
825,374,117,4,1577.49
826,195,187,2,4538.06
827,55,68,5,1097.92
828,463,192,3,3127.13
829,156,173,1,1394.94
830,568,193,3,1866.28
831,21,21,3,2954.6
832,351,160,1,4384.38
833,579,26,1,3422.1
834,450,122,1,485.65
835,119,193,5,4302.7
836,90,150,2,1336.18
837,68,160,1,50.02
838,82,77,1,3932.65
839,340,2,5,3004.44
840,600,185,5,2290.83
841,461,10,4,490.29
842,539,89,4,4492.73
843,74,114,1,602.02
844,420,41,3,2846.13
845,182,82,2,918.41
846,370,63,4,3189.62
847,488,141,5,1945.22
848,28,39,3,3088.52
849,391,110,5,4308.34
850,372,144,4,4945.91
851,439,62,2,1766.92
852,130,88,2,4634.5
853,533,100,2,2995.7
854,458,79,3,4085.58
855,314,104,1,4349.19
856,221,19,4,3676.75
857,514,114,1,220.57
858,342,40,2,951.74
859,413,169,3,1219.15
860,193,96,3,4885.46
861,383,135,5,3131.05
862,195,157,3,3414.63
863,486,158,4,463.06
864,394,1,1,3010.33
865,138,183,1,4438.65
866,571,5,1,1748.13
867,85,37,4,4291.69
868,353,129,3,508.14
869,161,26,5,4163.91
870,346,27,5,523.73
871,474,78,3,1730.87
872,470,4,1,1421.7
873,254,108,2,93.77
874,440,18,5,3827.76
875,240,159,4,4999.73
876,575,76,3,4827.1
877,446,91,5,2854.3
878,189,12,5,822.3
879,28,59,1,499.69
880,590,97,5,4944.76
881,100,160,3,3884.55
882,322,67,2,4355.87
883,258,87,3,2900.57
884,451,141,4,2728.73
885,152,91,5,411.9
886,210,20,2,198.64
887,90,125,2,4105.9
888,454,182,4,285.94
889,408,65,1,2208.74
890,164,58,2,2212.88
891,205,192,4,417.17
892,37,150,1,1051.71
893,480,144,5,1636.92
894,289,197,4,1188.66
895,524,100,1,4837.44
896,197,84,4,3927.75
897,533,14,2,4027.67
898,312,120,4,4053.46
899,335,95,3,3883.03
900,247,99,4,1871.02
901,391,162,1,2660.61
902,544,37,2,2653.51
903,181,137,4,4124.13
904,365,99,1,851.31
905,47,173,2,3528.06
906,556,170,5,1459.19
907,328,22,5,4319.93
908,592,180,3,3722.11
909,185,171,4,766.1
910,279,160,5,4247.44
911,300,65,1,2864.31
912,364,115,1,939.74
913,302,166,4,4218.72
914,510,179,3,2010.03
915,55,199,4,3033.92
916,434,75,3,1280.97
917,196,71,4,749.73
918,6,152,3,1581.6
919,145,6,4,1724.94
920,19,92,4,1378.99
921,1,167,1,3538.14
922,9,71,4,1489.02
923,227,177,5,4273.5
924,588,21,5,4653.02
925,220,94,4,2308.99
926,472,8,5,505.36
927,56,57,5,2340.5
928,59,192,2,3096.41
929,273,90,3,2608.81
930,223,101,2,1319.41
931,168,103,2,3553.13
932,455,54,3,3618.3
933,472,167,4,2058.47
934,409,28,4,3083.51
935,568,5,1,1177.3
936,465,130,1,2888.79
937,104,175,2,3644.0
938,316,11,1,684.56
939,350,178,5,1366.34
940,374,170,5,4239.13
941,55,189,2,53.46
942,407,14,2,1865.94
943,450,185,2,171.47
944,387,105,4,2785.87
945,366,166,2,2594.45
946,386,103,2,519.61
947,131,99,1,1667.73
948,555,148,2,1371.55
949,19,50,2,765.18
950,356,46,1,750.27
951,164,199,4,3381.08
952,72,144,3,4985.19
953,7,101,1,4119.53
954,323,163,5,1128.7
955,573,87,4,1652.68
956,228,90,3,2866.98
957,285,144,5,1257.64
958,97,145,5,645.9
959,398,182,1,963.56
960,560,16,4,1106.9
961,327,130,2,3554.13
962,270,91,3,4617.41
963,445,39,3,910.5
964,599,130,5,4094.05
965,211,128,5,4462.34
966,326,135,3,1111.21
967,58,119,5,2300.96
968,467,60,4,3759.34
969,388,152,2,4046.99
970,182,70,5,3514.42
971,281,161,4,1942.47
972,340,75,4,3243.56
973,352,93,2,2607.78
974,382,118,4,3736.45
975,68,97,3,1270.61
976,72,40,1,4137.59
977,515,181,5,3702.95
978,54,165,5,1792.86
979,169,178,4,875.18
980,388,102,3,3464.14
981,213,196,5,2402.8
982,533,53,2,2461.12
983,58,75,1,1143.66
984,341,112,4,1397.12
985,38,174,1,4932.08
986,406,155,2,2851.06
987,566,45,4,3212.79
988,289,40,5,1094.48
989,497,127,3,2347.17
990,383,7,2,2486.92
991,364,15,4,4428.1
992,468,111,1,1146.48
993,93,135,1,2877.19
994,74,40,1,2163.52
995,256,152,5,3714.95
996,542,145,1,230.22
997,456,113,5,3778.26
998,356,179,5,1839.8
999,545,194,4,667.5
1000,42,104,3,570.74
1001,135,58,1,1437.01
1002,196,178,4,3446.05
1003,33,65,3,1054.62
1004,537,86,5,102.15
1005,225,181,2,2924.26
1006,75,199,1,1595.15
1007,248,154,5,1351.09
1008,211,150,3,3613.59
1009,28,63,4,4273.78
1010,316,113,5,1709.82
1011,17,93,1,3454.54
1012,345,192,4,4193.43
1013,146,45,4,1771.87
1014,13,69,2,3339.83
1015,596,100,1,4556.63
1016,200,81,5,4399.3
1017,411,98,3,4898.83
1018,246,16,2,1652.31
1019,261,84,5,1098.76
1020,489,66,5,2673.12
1021,306,174,3,1760.95
1022,513,94,2,732.66
1023,266,95,5,160.2
1024,523,5,5,3942.84
1025,423,15,2,735.5
1026,312,119,5,779.92
1027,146,160,5,602.51
1028,545,20,1,3020.29
1029,82,107,4,3187.25
1030,252,153,5,3714.92
1031,547,19,5,3799.59
1032,580,151,2,2006.65
1033,298,171,2,2865.85
1034,269,114,4,1531.27
1035,382,15,3,3880.03
1036,45,41,3,4230.3
1037,440,94,4,4362.49
1038,567,177,2,3299.57
1039,489,159,2,2922.57
1040,55,98,4,2135.4
1041,443,68,4,638.68
1042,244,81,4,628.81
1043,82,24,1,2731.11
1044,314,187,2,3744.36
1045,293,97,3,2750.31
1046,402,79,2,3089.45
1047,322,113,1,799.97
1048,168,174,4,3244.91
1049,7,46,1,4423.14
1050,535,9,3,4743.91
1051,543,196,1,3275.42
1052,494,181,3,3991.11
1053,505,91,4,1605.38
1054,68,65,1,2302.23
1055,296,50,3,925.77
1056,546,48,5,2089.82
1057,339,164,3,4655.35
1058,71,107,2,914.01
1059,161,193,3,4185.87
1060,98,181,2,396.8
1061,123,32,5,3502.7
1062,472,109,3,438.83
1063,450,154,2,4289.36
1064,162,115,4,2080.3
1065,586,27,5,613.86
1066,508,121,1,1369.2
1067,355,79,4,4418.69
1068,356,182,2,3335.76
1069,570,136,3,446.76
1070,45,28,3,4079.96
1071,523,34,3,2244.82
1072,521,155,2,1779.51
1073,563,105,5,1861.16
1074,478,57,1,1846.75
1075,591,98,3,992.99
1076,142,109,1,2434.68
1077,528,55,4,348.61
1078,115,78,3,4202.81
1079,246,120,4,1600.06
1080,11,61,4,1463.75
1081,528,40,2,4233.8
1082,585,156,1,3761.75
1083,322,121,5,3067.91
